Candidate Id,Location,Current Annual Salary,Current Salary Currency ,Current Salary Type,Expected Annual Salary,Expected Salary Currency,Total Experience in years,Current Industry,Current Fuction,Relocation Cities ,Notice Period in days,Current Job Title,Data Source
A9491,Chennai,15,INR,ANNUAL,15,INR,6,Property | Real Estate#Construction | Civil Engineering#Financial | Business and financial operations,"Consulting#Financial Services, Banking, Investments, Insurance - specific#Real Estate - specific",,90,Deputt manager technical,INTERNAL DATABASE
A11244,Bengaluru,,,ANNUAL,,,,IT | Information Technology and Services,,,,,LINKEDIN
A8681,Bengaluru/Bangalore,24,INR,ANNUAL,24,INR,17.12,"IT | Information Technology and Services, Manufacturing | Machinery, Ads, PR, Events | Marketing and Advertising","Marketing, Writing, Editing, Content, Public Relations",,10,Head of Brand Marketing,INTERNAL DATABASE
A11584,Bengaluru,,,ANNUAL,,,,IT | Computer Software,,,,,LINKEDIN
A11307,Delhi,,,ANNUAL,,INR,7,IT | Internet,"Marketing,Sales",,,,MONSTERDB
A7427,Vadodara,6,INR,ANNUAL,6,INR,1.53,IT | Information Technology and Services,Training,,10,Trainee,INTERNAL DATABASE
A8233,"Hyderabad, Secunderabad",6,,ANNUAL,6,INR,8.21,"Software Services, Internet,Dot com,ISP, IT-Software",IT Software  Software Products & Services,No Preference,,Web UI Designer,TIMES JOBS
A11372,Delhi,,,ANNUAL,,INR,3.01,"Consumer | Retail,IT | Internet","Purchase, Supply Chain, Sales,Sales",,,Key Accounts Manager,MONSTERDB
A13936,Bangalore,4.19,,ANNUAL,8.5,INR,3.5,IT | Computer Software#IT | Internet,Engineering#IT Software,,60,Senior software Engineer,LINKEDIN
A12848,Mumbai,,,ANNUAL,3.85,INR,2.33,"ITSoftware,Software Services",,,,Senior Software Engineer,INDEED.COM
A12997,hubli,,,ANNUAL,2.16,INR,0,Manufacturing | Electrical/Electronic Manufacturing#Professional Services | Translation and Localization#Consumer | Consumer Services,"Engineering#Manufacturing#Self Employed, Entrepreneur, Independent Consultant",,0,I am a fresher i have some work experience from foodwalas as was a food exploration,DIRECT
A8474,New Delhi,4.5,INR,ANNUAL,4.5,INR,4.19,IT | Information Technology and Services,"Project Management, Project Design, Design, Creative, User Experience",,10,Project coordinator,INTERNAL DATABASE
A9835,Gurgaon,45,INR,ANNUAL,45,INR,16,Financial | Financial Services#IT | Internet#IT | Outsourcing/Offshoring,"Analytics, Business Intelligence#Customer Service, BPO#Program Management",,30,Head Of Seller Experience Payments And Operational Excellence,INTERNAL DATABASE
A13944,Bangalore,4.8,,ANNUAL,8.4,INR,2.5,IT | Internet#IT | Computer Software#IT | Information Services,Engineering#IT Software,,60,software developer,LINKEDIN
A8932,CHENNAI,7,INR,ANNUAL,7,INR,10,"Construction | Engineering, Procurement, Construction#Manufacturing | Electrical/Electronic Manufacturing",Business Development#Engineering#Pre-sales / Technical Sales,,30,ESTIMATION ENGINEER,INTERNAL DATABASE
A8029,Hyderabad,4.55,,ANNUAL,4.55,INR,4.33,"IT , Computer Software","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,,MONSTERDB
A9548,NCR,20,,ANNUAL,20,INR,11,"ITSoftware,Software Services",,,,Technical Project Manager,INDEED
A11777,Bengaluru,3.8,,ANNUAL,3.8,INR,2.42,"ITSoftware,Software Services",IT Software,,,Software Engineer,INDEED.COM
A9204,Gurgaon,12,INR,ANNUAL,12,INR,2.5,IT | Information Technology and Services#IT | Computer Hardware#IT | Outsourcing/Offshoring,IT Hardware#Purchasing,,90,Buyer,INTERNAL DATABASE
A10866,Bengaluru,,,ANNUAL,,INR,3,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A11145,Anywhere in south,5.8,,ANNUAL,5.8,INR,2,"ITSoftware,Software Services",IT Software,,,Software Developer,INDEED.COM
A7403,Pune,24,INR,ANNUAL,24,INR,14.7,"Manufacturing | Industrial Automation, Consumer | Consumer Services",Manufacturing,,10,Manager finance,INTERNAL DATABASE
A14323,Mumbai,4.8,INR,ANNUAL,6,INR,2,IT | Information Technology and Services#IT | Computer Software#IT | Information Services,Engineering#IT Software#Project Management,Mumbai,60,PHP Developer,LINKEDIN
A9362,Mumbai,6,INR,ANNUAL,6,INR,6,Consumer | Food & Beverages#Manufacturing | Business Supplies and Equipment#Other,"Human Resources, Recruitment#Management",,15,"Branch Manager,HR Executive",INTERNAL DATABASE
A9425,Gurgaon,22,INR,ANNUAL,22,INR,9.2,IT | Information Technology and Services#IT | Computer Software#IT | Information Services,IT Software#Project Management#Project Design,,90,Team Leader,INTERNAL DATABASE
A11686,Bangalore,6,INR,ANNUAL,6,INR,2.4,IT | Information Technology and Services#IT | Computer Software,IT Software,,60,Software Engineer,INDEED.COM
A12349,Mysore,7,INR,ANNUAL,7,INR,2.3,Financial | Financial Services#IT | Computer Networking#IT | Information Technology and Services,"Engineering#IT Software#Telecom, ISP",,90,Senior System Engineer,DIRECT
A10366,Delhi,14,INR,ANNUAL,14,INR,10,"Agriculture, Dairy | Farming","Project Management#Strategy, Planning#Training",,30,MANAGER,INTERNAL DATABASE
A10813,Bengaluru,9,INR,ANNUAL,9,INR,2,"IT | Computer Hardware#Entertainment, Media | Broadcast Media",Consulting#Sales#Business Development,,60,"Head  Digital Marketing,Marketing Intern,Marketing and Sales Consultant",INTERNAL DATABASE
A8492,Mumbai,30,INR,ANNUAL,30,INR,5.18,"Medicine | Pharmaceuticals, Energy and Utilities | Oil & Energy, IT | Information Technology and Services","Sales, Supply Chain, Logistics, Analytics, Business Intelligence",,30,Manager-SFE,INTERNAL DATABASE
A11245,Mumbai,6,INR,ANNUAL,6,INR,14,Energy and Utilities | Oil & Energy#Energy and Utilities | Utilities#IT | Information Technology and Services,Consulting#Pre-sales / Technical Sales#Product Management,,15,Senior Consultant,INTERNAL DATABASE
A11961,Mumbai,,,ANNUAL,,INR,8,"Financial | Banking,IT | Computer Software","IT Software,Financial Services, Banking, Investments, Insurance  specific",,,Software Test Engineer,MONSTERDB
A11888,gurga,20,INR,ANNUAL,20,INR,7,Financial | Capital Markets#Financial | Investment Banking#Consumer | Retail,"IT Software#Project Design#Financial Services, Banking, Investments, Insurance - specific",,30,Sr. Associate Platform Level 1,DIRECT
A12919,Bangalore,,,ANNUAL,5,INR,1,Manufacturing | Mechanical or Industrial Engineering#Manufacturing | HVAC#Manufacturing | Industrial Automation,"Engineering#Design, Creative, User Experience#Manufacturing",,0,INTERN,DIRECT
A10438,Noida,8,INR,ANNUAL,8,INR,7,Energy and Utilities | Power#Other#Energy and Utilities | Utilities,Project Management#Other#Engineering,,15,Regional manager,INTERNAL DATABASE
A7885,Hyderabad,8,,ANNUAL,8,INR,6.32,"IT , Computer Software,Other","IT Software,Other",,,,MONSTERDB
A7562,Hyderabad,6.5,INR,ANNUAL,6.5,INR,6.08,IT | Computer Software,Manual Testing,,30,Senior Software Test Engineer,INTERNAL DATABASE
A10887,Gurgaon,13,INR,ANNUAL,13,INR,3,Financial | Banking#Financial | Business and financial operations#Transport | Logistics and Supply Chain,"Engineering#Financial Services, Banking, Investments, Insurance - specific#Strategy, Planning",,15,Associate Consultant,INTERNAL DATABASE
A13508,Rae Bareli,,,ANNUAL,,,,Transport | Automotive,,,,Product Design Engineer,LINKEDIN
A10134,Gurgaon,32,INR,ANNUAL,32,INR,16,IT | Information Technology and Services#Medicine | Hospital & Health Care#Other,IT Software#Program Management#Project Management,,90,Senior Project Manager & Data Architect,INTERNAL DATABASE
A8991,Mumbai,7,INR,ANNUAL,7,INR,3.2,IT | Internet#IT | Information Technology and Services,"Analytics, Business Intelligence#Research#Business Development",,60,Senior Operations Assistant,INTERNAL DATABASE
A13394,NCR,,,ANNUAL,7.8,INR,15,"Export,Import",,,,Previously As Senior Business Analyst,INDEED.COM
A11753,Pune,7,INR,ANNUAL,7,INR,3,IT | Information Technology and Services#IT | Computer Software,IT Software,,60,Software Engineer,INDEED.COM
A9209,Mumbai,19,INR,ANNUAL,19,INR,3.5,IT | Information Technology and Services#Energy and Utilities | Telecommunications,"Business Development#Pre-sales / Technical Sales#Telecom, ISP",,90,Key Account Manager,INTERNAL DATABASE
A10251,Hyderabad,6.05,,ANNUAL,6.05,INR,4.17,"ITSoftware,Software Services",,,,Java Developer,INDEED.COM
A13912,Hyderabad,4,,ANNUAL,7,INR,3,IT | Computer Software,IT Software,,30,Software Engineer,DIRECT
A7992,Hyderabad,5.9,,ANNUAL,5.9,INR,5.32,"IT , Computer Software","Customer Service, BPO",,,,MONSTERDB
A12912,Bangalore,3,,ANNUAL,3.5,INR,2,IT | Information Technology and Services#IT | Computer Software#IT | Information Services,IT Software#Quality Assurance#Business Development,,15,Sowtware test engineer,DIRECT
A12727,Gurgaon,,,ANNUAL,,INR,1.5,"ITSoftware,Software Services",IT Software,,,Atm Engineer,INDEED.COM
A7955,Hyderabad,6,,ANNUAL,6,INR,6.34,"IT , Computer Software","IT Software,Health Care Provider - specific",,,Software Test Engineer,MONSTERDB
A10857,Bengaluru,,,ANNUAL,,INR,3.05,IT | Computer Software,IT Software,,,,MONSTER
A14051,Srikakulam,,,ANNUAL,6,INR,0,IT | Computer Software#IT | Information Technology and Services#IT | Computer & Network Security,IT Software#Quality Assurance#Project Design,,30,I AM A FRESHER,DIRECT
A7612,Hyderabad,11,INR,ANNUAL,11,INR,7.06,IT | Computer Software,"AutomationTest Engineer, Manual Testing",,10,Test Engineer,INTERNAL DATABASE
A8559,Chennai,10,INR,ANNUAL,10,INR,2.17,Business Consulting,"Consulting, Analytics, Business Intelligence, General Business",,30,Business Consultant Trainee,INTERNAL DATABASE
A12824,Chennai,9.5,,ANNUAL,15,INR,3.2,IT | Computer Software#IT | Internet,Engineering#IT Software,,30,Member Technical Staff,INDEED
A11475,Kolkata,12,INR,ANNUAL,12,INR,5.5,IT | Information Technology and Services,IT Software,,60,Associate Projects,INDEED.COM
A9331,Mumbai,25,INR,ANNUAL,25,INR,13,"Entertainment, Media | Newspapers#Entertainment, Media | Online Media#IT | Information Technology and Services",Business Development#Marketing#Consulting,,30,Founder and Entrepreneur,INTERNAL DATABASE
A14103,Bengaluru,,,ANNUAL,2.2,INR,1,"ITSoftware,Software Services",,,,Web Developer,INDEED.COM
A12297,Bengaluru,4.35,,ANNUAL,4.35,INR,3.67,"ITSoftware,Software Services",,,,Senior Systems Engineer,INDEED.COM
A7523,Hyderabad,20,INR,ANNUAL,20,INR,6.49,"IT | Information Technology and Services, IT | Outsourcing/Offshoring","Quality Assurance, IT Software",,90,Senior Test Engineer,INTERNAL DATABASE
A13791,,,,ANNUAL,,,,Energy and Utilities | Oil & Energy,,,,,LINKEDIN
A10548,Mumbai,6,INR,ANNUAL,6,INR,0,"Ads, PR, Events | Public Relations and Communications#Ads, PR, Events | Marketing and Advertising",Engineering#Marketing#Public Relations,,90,Not Applicable,INTERNAL DATABASE
A12805,Bengaluru,,,ANNUAL,9.5,INR,4.42,"ITSoftware,Software Services",,,,Senior Engineer Product Development,INDEED.COM
A7492,Hyderabad,8.1,INR,ANNUAL,8.1,INR,8.49,mobile testing,IT Software,,30,senior software engineer,MONSTERDB
A14142,Bangalore,5,INR,ANNUAL,4.5,INR,3.6,IT | Computer Software#IT | Computer & Network Security#IT | Computer Hardware,Project Design#IT Software#Engineering,,60,Web Developer,MONSTERDB
A10758,Pune,4.8,INR,ANNUAL,4.8,INR,2,"Construction | Civil Engineering#Construction | Engineering, Procurement, Construction#Construction | Iron and Steel",Program Management#Quality Assurance#Real Estate - specific,,15,site engineer,INTERNAL DATABASE
A14059,Pune,4,INR,ANNUAL,7,INR,3.2,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,Engineering#IT Software#Training,,90,Senior Systems Engineer,DIRECT
A8434,Noida,16,INR,ANNUAL,16,INR,6.69,IT | Computer Software,"Engineering, Writing, Editing, Content, Project Management",,60,Content & Community Lead,INTERNAL DATABASE
A9063,Mumbai,8,INR,ANNUAL,8,INR,4,IT | Outsourcing/Offshoring#Manufacturing | Shipbuilding,"Administrative#Human Resources, Recruitment",,15,HR Manager,INTERNAL DATABASE
A9545,New Delhi,28,INR,ANNUAL,28,INR,12.5,IT | Information Technology and Services#Financial | Banking#IT | Outsourcing/Offshoring,Management#Program Management#Project Management,,60,Program Manager,INTERNAL DATABASE
A12730,Hyderabad,,,ANNUAL,3.6,INR,2.5,"ITSoftware,Software Services",,,,Senior System Engineer,INDEED.COM
A11091,Kolkata,8,INR,ANNUAL,8,INR,4.4,IT | Information Services,IT Software#Consulting#Engineering,,30,"Web Master, Web Site Manager",MONSTER
A12028,Mumbai,11.5,,ANNUAL,11.5,INR,4,"Financial | Banking,IT | Computer Software","IT Software,Financial Services, Banking, Investments, Insurance  specific",,,Software Engineer,MONSTERDB
A7601,Pune,10,INR,ANNUAL,10,INR,17.47,"Construction | Civil Engineering, Construction | Engineering, Procurement, Construction","Project Sales, Business Development",,10,Manager Sales & Marketing,INTERNAL DATABASE
A8239,"Hyderabad, Secunderabad",2.16,,ANNUAL,2.16,INR,6.21,"Software Services, IT-Software",IT Software  Software Products & Services,"Hyderabad, Secunderabad",,"Web , Graphics , Flash Designer",TIMES JOBS
A9295,Patna,3.5,INR,ANNUAL,3.5,INR,4,IT | Information Technology and Services#IT | Information Services,Business Development#Management#Public Relations,,30,Production Coordinator,INTERNAL DATABASE
A13017,Hyderabad,2.1,,ANNUAL,2.2,INR,1,"Consumer | Consumer Services#Ads, PR, Events | Marketing and Advertising#Consumer | Consumer Goods","Customer Service, BPO#Travel, Tours, Ticketing, Airlines - specific#Sales",,0,Process associate,DIRECT
A13955,Hyderabad,5.5,,ANNUAL,6.5,INR,1.8,IT | Computer Software,IT Software,,30,Software Developer,MONSTER
A14262,Bangalore,,,ANNUAL,3,INR,0,IT | Information Technology and Services,IT Software,,15,web developer,DIRECT
A10518,Hyderabad,7,INR,ANNUAL,7,INR,4.7,Construction | Metals#Energy and Utilities | Environmental Services#Energy and Utilities | Power,"Engineering#Project Management#Strategy, Planning",,30,Assistant Planning Resource manager,INTERNAL DATABASE
A12896,Hyderabad,,,ANNUAL,12,INR,0,Manufacturing | Production#Manufacturing | Mechanical or Industrial Engineering#Manufacturing | Industrial Automation,"Supply Chain, Logistics#Engineering#Manufacturing",,0,im fresher,LINKEDIN
A11376,Bengaluru,8,,ANNUAL,8,INR,5.03,IT | Internet,"Human Resources, Recruitment",,,Recruitment - Head,MONSTERDB
A13601,NCR,,,ANNUAL,,,8,"ITSoftware,Software Services",,,,Senior UI-UX Designer,INDEED.COM
A8901,Hyderabad,3,INR,ANNUAL,3,INR,4.71,IT | Computer Software#IT | Outsourcing/Offshoring#IT | Information Technology and Services,IT Software#Management#Training,,30,AngularJS Developer,INDEED.COM
A11416,Chennai,,,ANNUAL,,INR,4,"IT | Internet,IT | Computer Software","Health Care Provider  specific,IT Software",,,,MONSTERDB
A12985,Gurgaon,,,ANNUAL,,,,Financial | Financial Services,,,,,LINKEDIN
A11424,Kottayam,,,ANNUAL,,INR,2,"IT | Computer Software,IT | Internet","Administrative,IT Software",,,Software Engineer,MONSTERDB
A10546,Delhi,18,,ANNUAL,0,INR,14,Education | Education Management#Financial | Insurance#Education | Higher Education,Business Development#Management#Program Management,,90,Program Manager,INTERNAL DATABASE
A13797,Gurgaon,,,ANNUAL,12,INR,12,"IT | Computer Software#Entertainment, Media | Creative & Design#Entertainment, Media | Graphic Design","Design, Creative, User Experience#Advertising",,30,Design Manager,LINKEDIN
A9228,Mumbai,3.5,INR,ANNUAL,3.5,INR,3,Construction | Architecture & Planning#Professional Services | Staffing and Recruiting,"Human Resources, Recruitment",,30,Sr  HR Executive,INTERNAL DATABASE
A10679,Mumbai,6,INR,ANNUAL,6,INR,0.8,"Ads, PR, Events | Marketing and Advertising#Education | Professional Training & Coaching#Manufacturing | Chemicals","Analytics, Business Intelligence#Education#Research",,15,Assistant Manager,INTERNAL DATABASE
A8511,Mumbai,30,INR,ANNUAL,30,INR,10.18,Consumer | Consumer Goods#Manufacturing | Paper & Forest Products#Transport | Import and Export,"Business Development#Export, Import#General Business",,30,Regional Manager International Business,INTERNAL DATABASE
A13101,Chennai,,,ANNUAL,3.2,INR,2.04,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A11629,Hyderabad,16,INR,ANNUAL,16,INR,5.5,IT | Computer Software,IT Software,,60,Analyst,INDEED
A14188,Mumbai,,,ANNUAL,,,,IT | Computer Software,,,,,LINKEDIN
A11130,Anywhere in east,4.2,,ANNUAL,4.2,INR,3.5,"ITSoftware,Software Services",,,,Java Developer,INDEED.COM
A10950,Hyderabad,4,,ANNUAL,4,INR,1.75,"ITSoftware,Software Services",,,,Systems Engineer,INDEED.COM
A14004,Hyderabad,3.1,INR,MONTHLY,3.72,INR,2.1,IT | Computer Software#IT | Information Technology and Services#IT | Information Services,"IT Software#Design, Creative, User Experience",,30,Ui Developer,DIRECT
A10185,Pune,8,INR,ANNUAL,8,INR,4,IT | Outsourcing/Offshoring#IT | Information Services#IT | Computer Software,"IT Software#Supply Chain, Logistics",,60,Data Analyst,INTERNAL DATABASE
A12262,Bangalore,5,INR,ANNUAL,5,INR,2.3,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,"IT Software#Analytics, Business Intelligence#Consulting",,30,Software Engineer,INDEED.COM
A8094,Hyderabad,18,INR,ANNUAL,18,INR,4.27,IT | Computer Software,IT Software,,45,Software Engineer,INDEED.COM
A11623,Pune,5,INR,ANNUAL,5,INR,3,"Leisure | Hospitality#Education | Professional Training & Coaching#Entertainment, Media | Motion Pictures and Film","Human Resources, Recruitment#Public Relations#Training",,15,Training Executive Human Resources,INTERNAL DATABASE
A9322,Rajkot,6,INR,ANNUAL,6,INR,8,Energy and Utilities | Telecommunications#Financial | Insurance,"Business Development#Sales#Telecom, ISP",,15,Area Sales Manager,INTERNAL DATABASE
A13058,Hyderabad,,,ANNUAL,5.8,INR,4.04,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A9477,Delhi,11,INR,ANNUAL,11,INR,9,IT | Information Technology and Services,IT Software,,15,Project Manager,INTERNAL DATABASE
A12098,Anywhere in south,2.8,,ANNUAL,2.8,INR,2.17,"ITSoftware,Software Services",,,,Software Developer,INDEED.COM
A12222,NCR,14.6,,ANNUAL,14.6,INR,9,"ITSoftware,Software Services",,,,Technical Leader,INDEED.COM
A10877,Bengaluru,,,ANNUAL,,INR,5,IT | Computer Software,IT Software,,,Programmer,MONSTER
A13283,New Delhi,21.5,,ANNUAL,28,INR,9.2,IT | Computer Software#IT | Information Technology and Services#IT | Outsourcing/Offshoring,Engineering#IT Software#Consulting,,30,Associate Consultant,MONSTER
